Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-15 04:00:00-05:00,395.98,398.48,395.57,398.43,0,0.0,0.0
2025-01-15 05:00:00-05:00,398.43,398.43,397.22,397.98,0,0.0,0.0
2025-01-15 06:00:00-05:00,397.9,398.5,397.72,398.3,0,0.0,0.0
2025-01-15 07:00:00-05:00,398.4,399.44,398.4,399.36,0,0.0,0.0
2025-01-15 08:00:00-05:00,399.34,436.4488,395.11,399.5,0,0.0,0.0
2025-01-15 09:00:00-05:00,399.3,420.2,399.3,409.83,0,0.0,0.0
2025-01-15 09:30:00-05:00,409.8599853515625,418.95989990234375,405.6610107421875,417.510009765625,23833567,0.0,0.0
2025-01-15 10:30:00-05:00,417.4200134277344,418.04998779296875,412.1499938964844,417.0400085449219,10341253,0.0,0.0
2025-01-15 11:30:00-05:00,416.9800109863281,419.9299011230469,413.79998779296875,419.7933044433594,8290853,0.0,0.0
2025-01-15 12:30:00-05:00,419.7799987792969,420.79998779296875,416.8500061035156,420.7774963378906,6048870,0.0,0.0
2025-01-15 13:30:00-05:00,420.7850036621094,424.1000061035156,418.53009033203125,423.7550048828125,6762154,0.0,0.0
2025-01-15 14:30:00-05:00,423.6925048828125,427.8800048828125,422.79998779296875,426.80999755859375,9127865,0.0,0.0
2025-01-15 15:30:00-05:00,426.7701110839844,429.79998779296875,425.9027099609375,428.17999267578125,8770535,0.0,0.0
2025-01-15 16:00:00-05:00,428.21,429.07,421.3863,426.02,0,0.0,0.0
2025-01-15 17:00:00-05:00,426.0037,428.22,425.3,427.19,0,0.0,0.0
2025-01-15 18:00:00-05:00,427.1723,427.97,426.25,427.555,0,0.0,0.0
