Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-13 04:00:00-05:00,385.68,386.28,381.48,382.38,0,0.0,0.0
2025-01-13 05:00:00-05:00,382.51,384.33,382.29,383.78,0,0.0,0.0
2025-01-13 06:00:00-05:00,384.0,384.97,383.28,384.42,0,0.0,0.0
2025-01-13 07:00:00-05:00,384.46,384.81,380.8,382.53,0,0.0,0.0
2025-01-13 08:00:00-05:00,382.59,394.8788,380.78,383.58,0,0.0,0.0
2025-01-13 09:00:00-05:00,383.84,396.26,381.95,383.22,0,0.0,0.0
2025-01-13 09:30:00-05:00,381.30499267578125,392.45001220703125,380.07000732421875,385.94000244140625,19645837,0.0,0.0
2025-01-13 10:30:00-05:00,385.9599914550781,394.67999267578125,385.5679016113281,388.1199951171875,2448896,0.0,0.0
2025-01-13 11:30:00-05:00,388.1199951171875,396.3999938964844,387.1400146484375,395.9200134277344,5974048,0.0,0.0
2025-01-13 12:30:00-05:00,395.881591796875,397.5899963378906,393.6517028808594,395.07000732421875,4707811,0.0,0.0
2025-01-13 13:30:00-05:00,395.05499267578125,396.1643981933594,391.3999938964844,393.75,3780060,0.0,0.0
2025-01-13 14:30:00-05:00,393.239990234375,395.25,392.0299987792969,392.54998779296875,3692507,0.0,0.0
2025-01-13 15:30:00-05:00,392.6199951171875,403.7900085449219,392.0199890136719,403.45001220703125,5302507,0.0,0.0
2025-01-13 16:00:00-05:00,403.31,409.37,403.03,408.99,0,0.0,0.0
2025-01-13 17:00:00-05:00,409.0002,426.7017,403.31,410.41,0,0.0,0.0
2025-01-13 18:00:00-05:00,410.3,413.5,410.0,411.5805,0,0.0,0.0
