Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-14 04:00:00-05:00,228.51,236.42,228.51,235.45,0,0.0,0.0
2025-01-14 05:00:00-05:00,235.45,235.8,235.33,235.35,0,0.0,0.0
2025-01-14 06:00:00-05:00,235.44,235.78,235.05,235.24,0,0.0,0.0
2025-01-14 07:00:00-05:00,235.3,235.31,234.51,235.07,0,0.0,0.0
2025-01-14 08:00:00-05:00,235.1,236.4457,228.51,234.17,0,0.0,0.0
2025-01-14 09:00:00-05:00,234.29,236.01,233.77,234.76,0,0.0,0.0
2025-01-14 09:30:00-05:00,234.75,236.1199951171875,234.25999450683594,235.61000061035156,6863540,0.0,0.0
2025-01-14 10:30:00-05:00,235.60000610351562,235.97000122070312,234.1300048828125,234.2100067138672,3836690,0.0,0.0
2025-01-14 11:30:00-05:00,234.19000244140625,234.47630310058594,232.84500122070312,233.3249969482422,3080840,0.0,0.0
2025-01-14 12:30:00-05:00,233.30999755859375,234.1199951171875,232.64999389648438,234.02020263671875,2179055,0.0,0.0
2025-01-14 13:30:00-05:00,234.0399932861328,234.9199981689453,233.72000122070312,234.25869750976562,2448410,0.0,0.0
2025-01-14 14:30:00-05:00,234.25,234.64999389648438,232.4720001220703,233.2949981689453,3619972,0.0,0.0
2025-01-14 15:30:00-05:00,233.27999877929688,233.44000244140625,232.5399932861328,233.27999877929688,4851942,0.0,0.0
2025-01-14 16:00:00-05:00,233.33,250.0154,219.5283,233.905,0,0.0,0.0
2025-01-14 17:00:00-05:00,233.905,234.2,233.28,233.56,0,0.0,0.0
2025-01-14 18:00:00-05:00,233.69,233.8,233.18,233.32,0,0.0,0.0
