Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-13 04:00:00-05:00,242.28,242.28,233.82,233.9,0,0.0,0.0
2025-01-13 05:00:00-05:00,233.9,234.29,233.76,234.16,0,0.0,0.0
2025-01-13 06:00:00-05:00,234.2,234.95,233.99,234.53,0,0.0,0.0
2025-01-13 07:00:00-05:00,234.3,234.58,233.38,233.75,0,0.0,0.0
2025-01-13 08:00:00-05:00,233.79,242.28,233.33,234.35,0,0.0,0.0
2025-01-13 09:00:00-05:00,234.28,239.775,232.65,233.65,0,0.0,0.0
2025-01-13 09:30:00-05:00,233.5,233.58999633789062,229.72000122070312,230.3800048828125,13314474,0.0,0.0
2025-01-13 10:30:00-05:00,230.3800048828125,231.8000030517578,230.22000122070312,230.72500610351562,5357189,0.0,0.0
2025-01-13 11:30:00-05:00,230.7324981689453,232.52999877929688,230.39999389648438,232.32000732421875,4160495,0.0,0.0
2025-01-13 12:30:00-05:00,232.2899932861328,233.43499755859375,231.97999572753906,233.3800048828125,2920622,0.0,0.0
2025-01-13 13:30:00-05:00,233.3800048828125,233.97000122070312,233.25,233.55999755859375,2678525,0.0,0.0
2025-01-13 14:30:00-05:00,233.5500030517578,234.1999969482422,233.3699951171875,233.6844024658203,3290938,0.0,0.0
2025-01-13 15:30:00-05:00,233.69000244140625,234.6699981689453,233.65499877929688,234.39999389648438,4579852,0.0,0.0
2025-01-13 16:00:00-05:00,234.4,235.0,232.292,234.525,0,0.0,0.0
2025-01-13 17:00:00-05:00,234.55,242.6295,228.5506,234.83,0,0.0,0.0
2025-01-13 18:00:00-05:00,234.8,235.55,232.15,235.325,0,0.0,0.0
