Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-13 04:00:00-05:00,191.63,191.63,189.6,190.42,0,0.0,0.0
2025-01-13 05:00:00-05:00,190.35,190.83,190.32,190.37,0,0.0,0.0
2025-01-13 06:00:00-05:00,190.57,191.8,190.53,191.7,0,0.0,0.0
2025-01-13 07:00:00-05:00,191.62,192.34,190.69,191.56,0,0.0,0.0
2025-01-13 08:00:00-05:00,191.52,192.21,189.994,191.95,0,0.0,0.0
2025-01-13 09:00:00-05:00,191.95,195.93,190.88,191.45,0,0.0,0.0
2025-01-13 09:30:00-05:00,190.5594024658203,191.75999450683594,188.66000366210938,190.74000549316406,4123230,0.0,0.0
2025-01-13 10:30:00-05:00,190.80999755859375,191.5800018310547,190.10499572753906,190.10499572753906,92395,0.0,0.0
2025-01-13 11:30:00-05:00,190.10000610351562,190.98989868164062,190.02999877929688,190.74000549316406,780864,0.0,0.0
2025-01-13 12:30:00-05:00,190.58999633789062,191.47000122070312,190.56500244140625,191.3699951171875,621016,0.0,0.0
2025-01-13 13:30:00-05:00,191.3699951171875,192.06500244140625,191.22500610351562,192.0449981689453,691875,0.0,0.0
2025-01-13 14:30:00-05:00,192.0500030517578,192.22999572753906,191.66000366210938,191.8699951171875,667191,0.0,0.0
2025-01-13 15:30:00-05:00,191.83999633789062,192.49000549316406,191.74000549316406,192.30999755859375,957282,0.0,0.0
2025-01-13 16:00:00-05:00,192.29,192.52,192.19,192.4596,0,0.0,0.0
2025-01-13 17:00:00-05:00,192.5,193.1,179.995,193.07,0,0.0,0.0
2025-01-13 18:00:00-05:00,193.1,193.75,192.7579,193.28,0,0.0,0.0
