Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-14 04:00:00-05:00,193.7,193.85,193.58,193.61,0,0.0,0.0
2025-01-14 05:00:00-05:00,193.62,193.84,193.16,193.21,0,0.0,0.0
2025-01-14 06:00:00-05:00,193.18,193.68,193.13,193.16,0,0.0,0.0
2025-01-14 07:00:00-05:00,193.16,193.29,192.06,192.55,0,0.0,0.0
2025-01-14 08:00:00-05:00,192.48,193.8988,191.5403,191.56,0,0.0,0.0
2025-01-14 09:00:00-05:00,192.0,193.79,192.0,192.48,0,0.0,0.0
2025-01-14 09:30:00-05:00,192.5,193.27000427246094,191.67999267578125,192.14999389648438,1740150,0.0,0.0
2025-01-14 10:30:00-05:00,192.1699981689453,192.52999877929688,191.63999938964844,191.9499969482422,798961,0.0,0.0
2025-01-14 11:30:00-05:00,191.94000244140625,192.17999267578125,190.39500427246094,190.97999572753906,639146,0.0,0.0
2025-01-14 12:30:00-05:00,190.97000122070312,191.46200561523438,190.30999755859375,191.41000366210938,577680,0.0,0.0
2025-01-14 13:30:00-05:00,191.39999389648438,191.94000244140625,191.2899932861328,191.69000244140625,556418,0.0,0.0
2025-01-14 14:30:00-05:00,191.67999267578125,191.8300018310547,189.63999938964844,190.17999267578125,710344,0.0,0.0
2025-01-14 15:30:00-05:00,190.19000244140625,191.07000732421875,189.94000244140625,191.0500030517578,3111706,0.0,0.0
2025-01-14 16:00:00-05:00,191.05,200.178,178.8142,200.178,0,0.0,0.0
2025-01-14 17:00:00-05:00,191.5401,191.78,191.05,191.67,0,0.0,0.0
2025-01-14 18:00:00-05:00,191.58,191.9,191.48,191.56,0,0.0,0.0
