Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-15 04:00:00-05:00,191.52,191.73,191.45,191.7,0,0.0,0.0
2025-01-15 05:00:00-05:00,191.65,191.99,191.65,191.78,0,0.0,0.0
2025-01-15 06:00:00-05:00,191.8,192.01,191.73,191.97,0,0.0,0.0
2025-01-15 07:00:00-05:00,191.96,192.32,191.8,192.04,0,0.0,0.0
2025-01-15 08:00:00-05:00,192.05,192.38,191.328,192.21,0,0.0,0.0
2025-01-15 09:00:00-05:00,192.32,195.22,192.32,194.55,0,0.0,0.0
2025-01-15 09:30:00-05:00,194.36000061035156,196.22000122070312,193.3350067138672,195.8699951171875,3114174,0.0,0.0
2025-01-15 10:30:00-05:00,195.8800048828125,196.3448028564453,195.30999755859375,195.74000549316406,154611,0.0,0.0
2025-01-15 11:30:00-05:00,195.72999572753906,195.72999572753906,194.82000732421875,195.5399932861328,675381,0.0,0.0
2025-01-15 12:30:00-05:00,195.5500030517578,196.8300018310547,195.5,196.77499389648438,612825,0.0,0.0
2025-01-15 13:30:00-05:00,196.75999450683594,197.64999389648438,196.5500030517578,197.57449340820312,697340,0.0,0.0
2025-01-15 14:30:00-05:00,197.5800018310547,197.8000030517578,197.16000366210938,197.19000244140625,988438,0.0,0.0
2025-01-15 15:30:00-05:00,197.19000244140625,197.47999572753906,196.83999633789062,196.9199981689453,1022513,0.0,0.0
2025-01-15 16:00:00-05:00,196.98,197.04,196.09,196.23,0,0.0,0.0
2025-01-15 17:00:00-05:00,196.2288,199.8827,186.0267,196.6213,0,0.0,0.0
2025-01-15 18:00:00-05:00,196.63,197.11,196.21,196.915,0,0.0,0.0
