Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-14 04:00:00-05:00,419.55,420.68,419.1,419.11,0,0.0,0.0
2025-01-14 05:00:00-05:00,419.22,419.8,419.06,419.61,0,0.0,0.0
2025-01-14 06:00:00-05:00,419.43,419.62,419.0,419.2,0,0.0,0.0
2025-01-14 07:00:00-05:00,419.02,419.2,417.4,418.4,0,0.0,0.0
2025-01-14 08:00:00-05:00,418.26,420.6167,416.575,417.63,0,0.0,0.0
2025-01-14 09:00:00-05:00,417.73,420.9,417.23,417.85,0,0.0,0.0
2025-01-14 09:30:00-05:00,417.1499938964844,419.739990234375,416.6099853515625,416.91009521484375,2920202,0.0,0.0
2025-01-14 10:30:00-05:00,416.989990234375,417.95001220703125,415.2699890136719,415.739990234375,1427338,0.0,0.0
2025-01-14 11:30:00-05:00,415.7799987792969,416.2598876953125,414.160888671875,415.0400085449219,1039623,0.0,0.0
2025-01-14 12:30:00-05:00,414.9750061035156,416.5,413.9100036621094,416.20001220703125,823505,0.0,0.0
2025-01-14 13:30:00-05:00,416.1600036621094,417.793212890625,415.95001220703125,417.0,976834,0.0,0.0
2025-01-14 14:30:00-05:00,417.0299987792969,417.48260498046875,410.7200012207031,411.9549865722656,2532666,0.0,0.0
2025-01-14 15:30:00-05:00,411.8999938964844,415.75,411.489990234375,415.67999267578125,2271407,0.0,0.0
2025-01-14 16:00:00-05:00,415.648,432.1351,387.3787,416.49,0,0.0,0.0
2025-01-14 17:00:00-05:00,416.39,416.49,415.67,416.01,0,0.0,0.0
2025-01-14 18:00:00-05:00,416.15,416.15,415.39,415.99,0,0.0,0.0
