Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-15 04:00:00-05:00,416.22,416.23,415.32,415.67,0,0.0,0.0
2025-01-15 05:00:00-05:00,415.69,416.64,415.69,416.04,0,0.0,0.0
2025-01-15 06:00:00-05:00,416.22,416.36,415.85,416.32,0,0.0,0.0
2025-01-15 07:00:00-05:00,416.2,416.97,416.18,416.57,0,0.0,0.0
2025-01-15 08:00:00-05:00,416.56,417.12,415.1712,416.68,0,0.0,0.0
2025-01-15 09:00:00-05:00,416.8,421.94,416.8,419.0,0,0.0,0.0
2025-01-15 09:30:00-05:00,419.1300048828125,425.5,418.2650146484375,425.2749938964844,4026379,0.0,0.0
2025-01-15 10:30:00-05:00,425.30999755859375,427.4200134277344,424.739990234375,426.2850036621094,0,0.0,0.0
2025-01-15 11:30:00-05:00,426.2200012207031,426.3059997558594,424.3699951171875,425.2200012207031,806913,0.0,0.0
2025-01-15 12:30:00-05:00,425.1600036621094,426.44989013671875,424.6099853515625,425.6700134277344,822748,0.0,0.0
2025-01-15 13:30:00-05:00,425.6803894042969,426.67498779296875,425.25,426.5899963378906,694333,0.0,0.0
2025-01-15 14:30:00-05:00,426.6499938964844,428.1422119140625,426.54998779296875,427.7699890136719,994280,0.0,0.0
2025-01-15 15:30:00-05:00,427.7655029296875,427.7655029296875,426.0899963378906,426.260009765625,1416512,0.0,0.0
2025-01-15 16:00:00-05:00,426.31,438.785,425.75,426.3,0,0.0,0.0
2025-01-15 17:00:00-05:00,426.34,440.38,400.055,426.58,0,0.0,0.0
2025-01-15 18:00:00-05:00,426.675,427.5,426.1,427.38,0,0.0,0.0
